paragraphs,link
Semantic Search AI Hackathon is over and results are in! Let’s find out more about the best projects.,https://lablab.ai
A sneak peak into Jason’s Calacanis prediction for 2023.,https://lablab.ai
An instruction how to get prepared for the AI Hackathon.,https://lablab.ai
5 ideas how can you use ChatGPT and where you can ChatGPT api to create your app.,https://lablab.ai
© 2023 New Native AB. All rights reserved.,https://lablab.ai
Whisper is a general-purpose speech recognition model. It is trained on a large dataset of diverse audio and is also a multi-task model that can perform multilingual speech recognition as well as speech translation and language identification.,https://lablab.ai/tech/whisper
"The Whisper models are trained for speech recognition and translation tasks, capable of transcribing speech audio into the text in the language it is spoken (ASR) as well as translated into English (speech translation). Whisper has been trained on 680,000 hours of multilingual and multitask supervised data collected from the web. Whisper is Encoder-Decoder model. Input audio is split into 30-second chunks, converted into a log-Mel spectrogram, and then passed into an encoder. A decoder is trained to predict the corresponding text caption, intermixed with special tokens that direct the single model to perform tasks such as language identification, phrase-level timestamps, multilingual speech transcription, and to-English speech translation.",https://lablab.ai/tech/whisper
In this tutorial you will learn how to create an API for OpenAI's Whisper in a Docker container.,https://lablab.ai/tech/whisper
How to use OpenAIs Whisper to transcribe and diarize audio files.,https://lablab.ai/tech/whisper
In this tutorial we will update our previously created Flask Whisper API to use GPT-3 to generate summary text.,https://lablab.ai/tech/whisper
Stable Diffusion text-to-image generation can be implemented into Google Colab quickly. This tutorial showcases a minimal approach for Stable Diffusion API to Google Colab.,https://lablab.ai/tech/whisper
"This is a small web service project that allows you to upload a mp3 audio or provide a youtube link - the source audio then gets transcribed and summarized by openAi models. The project was realized as part of OpenAI Whisper, GPT3, Codex & DALL-E 2 Hackathon together with colonelWalterKurtz and PioSikorski. The app was realized using python 3.10 with libraries such as Flask, openai, moviepy and pytube. The audio transcript is fed into the GPT-3 model in several pieces to ensure that it does not shorten and erase too much information. The prototype allows to convert short videos efficiently however it takes significantly more time to process longer audio files due to slow working of the requests to each model. The project provides a proof of concept that could potentailly be useful to many people who often do not wish to spend much time listening to audio files such as podcasts and if improved could allow to deliver such service online.",https://lablab.ai/tech/whisper
"Product Name InvestogAId Problem With rising cost of living and soaring inflation across the world, cash deposits are increasingly becoming worthless. Inflation is eating away at everyone's wealth and there is a need for people to invest their money in something that will grow in value. However, the stock market is a very volatile place and it is difficult for people to make informed decisions about where to invest their money. Solution Using OpenAI Whisper and GPT-3, we are creating an automated transcription tool that will watch your favourite video about a stock trading strategy and implement it for you. This will allow you to make informed decisions about where to invest your money.",https://lablab.ai/tech/whisper
"🗓️ This will be a week of hacking and fun from 24 February to 3 March 💻 Create innovative new apps with OpenAI's latest AI tools 💡 Learn from top AI professionals ⚒️ Combine GPT-3, Codex, Dalle-2, and Whisper to build your AI app 🐱‍💻 Now is the time to register and let's get started!",https://lablab.ai/tech/whisper
🗓️ This 7-day virtual hackathon from January 27 to February 3 will be your time to shine! 💻 Construct AI apps with the latest LLM-powered technology from Cohere and try the newly released Multilingual Text Understanding model ✔️ There's no prerequisite level. Just starting out with AI? Or perhaps you're a veteran Data Scientist? A Designer? A Business Developer? We want you and your domain expertise! 🐱‍💻 Sign up now for free and let's get going!,https://lablab.ai/tech/whisper
© 2023 New Native AB. All rights reserved.,https://lablab.ai/tech/whisper
This package provides functionality developed to simplify interfacing with the cohere.ai natural language API. This SDK provides support for both TypeScript and JavaScript Node.js projects.,https://lablab.ai/tech/cohere
This package provides functionality developed to simplify interfacing with the cohere.ai natural language API in Go.,https://lablab.ai/tech/cohere
This package provides functionality developed to simplify interfacing with the Cohere API in Python 3.,https://lablab.ai/tech/cohere
This package provides functionality developed to simplify interfacing with the cohere.ai NLP API in Ruby.,https://lablab.ai/tech/cohere
"Article summarizer Boilerplate for Nextjs, Co:here, TailwindCSS, Vercel.",https://lablab.ai/tech/cohere
"Hashtag generator Boilerplate for Co:here, Streamlit, Streamlit Cloud.",https://lablab.ai/tech/cohere
Generate an email on command with Co:here and Replit.,https://lablab.ai/tech/cohere
Sandbox aims to help build and strengthen language AI communities while enabling contributors to build more robust applications and services faster than ever.,https://lablab.ai/tech/cohere
Language models give computers the ability to search by meaning and go beyond searching by matching keywords. This capability is called semantic search.,https://lablab.ai/tech/cohere
Article for building a simple semantic search engine.,https://lablab.ai/tech/cohere
A demonstration of how a semantic search engine can be quickly built using Cohere's platform.,https://lablab.ai/tech/cohere
Find out how to create AI powered Chrome extension for you medium.com posts!,https://lablab.ai/tech/cohere
"In this tutorial, we create a Q&A chatbot.",https://lablab.ai/tech/cohere
In this tutorial you will build your own product description generator API with cohere.,https://lablab.ai/tech/cohere
In this tutorial we will show you how to use Cohere AI to extract entities from text.,https://lablab.ai/tech/cohere
In this tutorial you will find out how to combine the power of Cohere AI and FastAPI for creating a dog's breed recognition API.,https://lablab.ai/tech/cohere
In this tutorial we will show you how to use Cohere AI to answer questions based on given data.,https://lablab.ai/tech/cohere
"In this tutorial, we'll build a FastAPI application that uses Cohere to retrieve data from a table.",https://lablab.ai/tech/cohere
"Our education platform aims to revolutionize the way students learn by providing a unique and personalized learning experience. Through the use of semantic search, we enable users to easily find specific moments in a video that discuss a particular concept, making it easier for them to focus on and understand the material. Additionally, we recommend people with similar interests to connect with each other, fostering a sense of community and collaboration among learners. Lastly, we recommend posts to users based on their interests, ensuring that they are constantly exposed to relevant and engaging content of the user with same interests.",https://lablab.ai/tech/cohere
"This web app let the user to fill in the name of product and its properties as keywords. Then, uses cohere-ai (via Node) to generate the description of the product related to the given keywords. Can be used for advertisement, Digital Marketing,& SEO related purposes.",https://lablab.ai/tech/cohere
"We created an application to ease the lives of team leaders, by creating a fast and effortless pipeline to propagate the needed information to their teams, other than storing trivial information in pills for a more concise backtracking experience. Starting with OpenAI Whisper, we generate a transcription of the meeting, then by crossing the work of Cohere Generate and Classify, we managed to extract the needed information, then we organize them into a comfortable format to make sure they are easily findable. We developed a platform designed that recaps full business meetings and provides concise summaries including all the relevant information, a list of tasks mentioned during the meeting and the questions asked, with the relative answers. We thought this information was the most useful for a team's member, so the leader can send them the information fast, in order to fill a lack of knowledge and consequent slowdowns in the team's productivity.",https://lablab.ai/tech/cohere
"Messenger apps like Discord & Slack have ""channels"" where multiple parties can send hundreds of texts daily. This can get out of hand pretty quickly if you've been offline, and we've sometimes had to scroll through hundreds of messages to understand what we've missed. The issue is that there isn't a quick & accessible way to figure things out. Tal;dera is a Discord bot that provides an easy-to-read, semantically rich summary of a channel's Discord activity in a particular time range. The summary is split into parts, and each part has a timestamp/link to its original messages. Users can call Tal;dera to extract message history and generate summaries (tl;dr's) of previous message chunks, given parameters such as number of messages, start time/date, output format, and chunk sizes. Summaries are given in an organized, embedded format, and are linked to where the conversations took place in the chats. Even though this was a challenging project for us, we were happy with what we were able to get done, and believe that this project has potential for B2B SaaS applications to team managers, employees, and chat service providers. We hope to continue this project by running pilot tests with smaller communities so that they can give feedback on Tal;dera, the summarizer bot for missed activity in Discord channels.",https://lablab.ai/tech/cohere
The goal is to provide an interactive tool for visualizing research papers in a 2D map where the papers are placed on the map based on some vector embedding of the summary. The papers that are similar to each other will cluster together. This will allow researchers to identify papers that have similar concepts and even allow users to look at concepts from different fields that are applicable in their own field.,https://lablab.ai/tech/cohere
"Perfect Prompt is a one stop shop for prompt engineering and image generation. Currently, generating images with prompts for free can be costly with respect to time and money. Perfect Prompt allows you to experiment with your prompt before submitting it several times to a image generation model. Just type in a prompt, and Perfect Prompt will generate an image as well 10 variations of the input prompt with a given art style. First, Perfect Prompt identifies the art style using cohere classify, and matches it to one of five. Then, this style is added to an internal prompt, which asks cohere generate to create variations of the input prompt. These prompts are then ranked again by the classifier, and only the top ten are returned. The user may use any details from these to create their next prompt, and generate another image!",https://lablab.ai/tech/cohere
"Tarinyoom is a Discord chat bot that allows users to search for messages using a fuzzy search to better retrieve past messages. The bot uses the co:here API ""Embed"" tool to map discord messages onto their corresponding embedding vectors. These vectors are then stored in a back-end pinecone.io instance, so that their cosine similarities can be evaluated. The bot has two main commands: ""/tsleuth"" and ""/tsearch <string>"". ""/tsleuth"" instructs the bot to crawl the server that the command was issued in, storing the vector embeddings of any messages found as entries in the pinecone.io instance. ""/tsearch <string>"" instructs the bot to find the message whose vector embedding most closely resembles the vector embedding of the passed parameter, as evaluated by pinecone.io. Using these two commands, users can search for a past conversation with only a high-level recollection of the topics discussed, instead of having to exactly match to text in that conversation, as required by the current Discord search feature.",https://lablab.ai/tech/cohere
"A python Application built to make,the researcher's life easy.",https://lablab.ai/tech/cohere
"🗓️ This will be a week of hacking and fun from 24 February to 3 March 💻 Create innovative new apps with OpenAI's latest AI tools 💡 Learn from top AI professionals ⚒️ Combine GPT-3, Codex, Dalle-2, and Whisper to build your AI app 🐱‍💻 Now is the time to register and let's get started!",https://lablab.ai/tech/cohere
🗓️ This 7-day virtual hackathon from January 27 to February 3 will be your time to shine! 💻 Construct AI apps with the latest LLM-powered technology from Cohere and try the newly released Multilingual Text Understanding model ✔️ There's no prerequisite level. Just starting out with AI? Or perhaps you're a veteran Data Scientist? A Designer? A Business Developer? We want you and your domain expertise! 🐱‍💻 Sign up now for free and let's get going!,https://lablab.ai/tech/cohere
© 2023 New Native AB. All rights reserved.,https://lablab.ai/tech/cohere
Are you ready to take the AI startup scene by storm? Our expert speakers are spilling the beans on all the insider secrets on how to create an AI startup from scratch.,https://lablab.ai/stream/how-to-create-your-ai-startup
"From identifying market opportunities, validating your business idea, to building a rockstar team, you'll learn it all.",https://lablab.ai/stream/how-to-create-your-ai-startup
"Our speakers have been there and done that, they'll be sharing their own personal experiences and lessons learned from building their own successful AI startups. Plus, the webinar will be interactive and packed with fun, so you'll have the chance to ask questions in lablab.ai Twitch chat and get personalized advice.",https://lablab.ai/stream/how-to-create-your-ai-startup
Don't miss out on this opportunity to learn the secrets of creating an AI startup and stand out in the competitive startup scene. Sign up now and get ready to dominate!,https://lablab.ai/stream/how-to-create-your-ai-startup
"Ready to dive into the world of AI? We've got you covered! 🚀 We've put together a collection of tools to help you succeed in building your own AI product. From AI tech tutorials to educational materials and content, we've got everything you need to get started. Whether you're a complete newbie or a seasoned entrepreneur, the lablab.ai community is here to support you every step of the way. Get access to advice, partners, mentors, and even early adopters for your product!",https://lablab.ai/stream/how-to-create-your-ai-startup
"And the best part? You've found us at the perfect time to jump into the AI market. So, don't wait any longer and join us now!",https://lablab.ai/stream/how-to-create-your-ai-startup
Get ready to rev up your engines and kick AI innovation into high gear! We're a community of AI builders on a mission to lead the charge and we want YOU to join us.,https://lablab.ai/stream/how-to-create-your-ai-startup
"At this event, you'll not only become a member of the movement but you'll also have access to the latest technologies and the support of our powerhouse community. There is nothing to delay here, let's build the future of AI together!",https://lablab.ai/stream/how-to-create-your-ai-startup
2 / ∞,https://lablab.ai/stream/how-to-create-your-ai-startup
© 2023 New Native AB. All rights reserved.,https://lablab.ai/stream/how-to-create-your-ai-startup
"Join the OpenAI Hackathon to learn and work with advanced AI technologies like Whisper, GPT-3, DALL-E 2, Codex, and ChatGPT. Open to all skill levels. Come collaborate and build innovative projects with others at the forefront of AI research and development.",https://lablab.ai/event/openai-hackathon
Test Yourself!,https://lablab.ai/event/openai-hackathon
Register Now!,https://lablab.ai/event/openai-hackathon
"OpenAI is a leading company in the field of AI research and deployment. The company was founded in 2015 in San Francisco by a group of prominent figures in the tech industry, including Elon Musk, Sam Altman, Ilya Sutskever, Greg Brockman, Wojciech Zaremba, and John Schulman. OpenAI’s mission is to ensure that artificial general intelligence is developed in a way that benefits all of humanity.",https://lablab.ai/event/openai-hackathon
"Whisper is a cutting-edge AI technology that excels at recognizing words from web-sourced data. Trained on 680,000+ hours of multilingual and multitask data, it can accurately recognize speech in various languages, accents, and environments, including different accents, technical language and background noise. Whisper can achieve human-level performance in many scenarios. We will provide you with Whisper API for your project. To learn more about Whisper, see the Whisper documentation.",https://lablab.ai/event/openai-hackathon
"GPT-3 is a powerful AI technology that provides the foundation for the next generation of apps. It operates by taking a text prompt such as a phrase or sentence and returning a natural language text completion. This allows developers to easily program GPT-3 by showing it a few examples, and the system will learn to generate text that is similar to the examples provided. To learn more about GPT-3, see the GPT-3 documentation.",https://lablab.ai/event/openai-hackathon
"DALL-E is an AI system that is capable of generating realistic images and art based on natural language descriptions. This technology allows to create original, high-quality images from text descriptions, making it possible to combine different concepts, attributes, and styles in a single image. With the DALL-E API, developers can now integrate this technology into their apps and products, opening up a wide range of possibilities for using AI to create custom images and artwork. To learn more about DALL-E 2, see the DALL-E 2 documentation.",https://lablab.ai/event/openai-hackathon
"OpenAI Codex is an AI technology that is based on GPT-3 and is specifically designed for programming. A large part of its training data consists of natural language and billions of lines of public code, including code from public GitHub repositories. This allows Codex to understand and generate code in a wide range of programming languages, with a particular emphasis on Python. However, Codex is also proficient in many other languages, including JavaScript, Go, Perl, PHP, Ruby, Swift, and TypeScript. To learn more about Codex, see the Codex documentation.",https://lablab.ai/event/openai-hackathon
"ChatGPT is a variant of the GPT-3 language model that is specifically designed for generating human-like text in a conversational setting. It has been trained on a large dataset of real-life conversations and can generate responses that are appropriate and relevant in context. We will show you how to use ChatGPT effectively and how it can benefit your project. To learn more about ChatGPT, see the ChatGPT documentation.",https://lablab.ai/event/openai-hackathon
"👉 The challenge for this hackathon is to use OpenAI Whisper, GPT-3, Codex, or DALL-E 2 to create an innovative solution to a real-world problem. Whether you're interested in using AI to improve communication, streamline workflows, or build entirely new applications, this is your chance to show off your skills and explore the potential of these advanced AI technologies.",https://lablab.ai/event/openai-hackathon
Join lablab and OpenAI for a week to innovate and build applications using generative AI. Find all the relevant details below.,https://lablab.ai/event/openai-hackathon
"The hackathon starts on February 24th and ends on March 3rd. Over the whole week, you'll have the opportunity to learn from lablab experts during workshops, keynotes, and mentoring sessions. The hackathon will take place on the lablab.ai platform.",https://lablab.ai/event/openai-hackathon
"Previous experience in AI is not required but welcomed. While many participants are industry experts, we also welcome people with other types of domain knowledge that want to understand & explore how AI can be used in their fields.",https://lablab.ai/event/openai-hackathon
"The hackathon will take place online on lablab.ai platform and lablab.ai Discord Server. Please register for both in order to participate. To participate click the ""Enroll"" button at the bottom of the page and read our Hackathon Guidelines.",https://lablab.ai/event/openai-hackathon
InvestogAId is an AI tool that automates stock trading strategies using automated transcription from trading videos.,https://lablab.ai/event/openai-hackathon
"Moriarty is an AI application that is designed to help combat hate speech, harassment, and toxic behavior on voice communication platforms.",https://lablab.ai/event/openai-hackathon
Butter is an AI chatbot that assists individuals who stutter by accurately transcribing live voice recordings for easier communication.,https://lablab.ai/event/openai-hackathon
"We welcome domain experts from all industries, not just AI or tech. Successful AI solutions require a combination of technical expertise and domain knowledge. Coding experience is recommended.",https://lablab.ai/event/openai-hackathon
"You are welcome to join as a team or solo, if solo. We encourage you to look for a team before the event. We recommend you to join the Deep Learning Labs Discord channel: https://discord.gg/gCuBwBB35k and posting in the #looking-for-team channel to get to know your potential future team members.",https://lablab.ai/event/openai-hackathon
"We've prepared the Whisper API especially for this hackathon. During the event Kick-Off stream, we'll share all the necessary information about how to access it.",https://lablab.ai/event/openai-hackathon
"Currently, there is no official ChatGPT API available. We encourage you to use ChatGPT as it can be beneficial for your project, but we do not support the use of unofficial ChatGPT APIs.",https://lablab.ai/event/openai-hackathon
"It is recommended, that at least one team member has a Github account. You can create one for free if you don't already have one.",https://lablab.ai/event/openai-hackathon
"No, you can use as many technologies as you want. However, we encourage you to use more than one of OpenAI's produts to build your application.",https://lablab.ai/event/openai-hackathon
"Feel free to reach us on social media, or through our Discord channel.",https://lablab.ai/event/openai-hackathon
Tools that empower the content creator industry by reducing go-to-market costs.,https://lablab.ai/event/openai-hackathon
Aidlermedia team is based in Warsaw and focused on AI-based applications development aimed to solve existing real business problems.,https://lablab.ai/event/openai-hackathon
"an intimate friend, virtual assistant and companion that offers personalised support and guidance to users. The app features an avatar chatbot that can provide personalised responses based on the user's interests and preferences, the app also includes features that support users' mental health and emotional well-being,",https://lablab.ai/event/openai-hackathon
This team aims to change the way traditional things operate by digitalization and AI.,https://lablab.ai/event/openai-hackathon
Our IT team is a group of professionals who use technology to solve problems and drive innovation. We have a wide range of expertise and are dedicated to collaborating and working together to achieve our goals.,https://lablab.ai/event/openai-hackathon
"Introducing the Hackstreet Boys, the four tech-savvy bad boys of the hackathon scene. These four may not be able to sing and dance like their 90s boyband namesake, but they can sure code circles around the competition.",https://lablab.ai/event/openai-hackathon
Building the future by solving real world problems using AI and ML.,https://lablab.ai/event/openai-hackathon
"To be honest, I have no idea what to do 🦢",https://lablab.ai/event/openai-hackathon
"Conway is an amazing team based in Podgorica, Montenegro.",https://lablab.ai/event/openai-hackathon
We are Team of Angola🇦🇴,https://lablab.ai/event/openai-hackathon
anin is a next-generation global IT services and technology solutions provider that helps enterprises reimagine their business and navigate their digital transformation.,https://lablab.ai/event/openai-hackathon
First-timers Here!,https://lablab.ai/event/openai-hackathon
Education + AI. Only join if you want to win.,https://lablab.ai/event/openai-hackathon
this team completely a noob right ?,https://lablab.ai/event/openai-hackathon
"Innovation Team Emsi Marrakech a computer science team is a group of individuals who work together to solve complex problems related to computer technology. These individuals may have a variety of different backgrounds and expertise, including programming, systems analysis, database management, and cybersecurity. The work of a computer science team can vary depending on the specific goals of the team and the industry in which they operate. Some teams may focus on developing new software applications, while others may work on improving the efficiency of existing systems. Still others may be responsible for maintaining and troubleshooting computer systems or networks. Regardless of their specific focus, computer science teams rely on a variety of tools and technologies to complete their work. This may include programming languages such as Java, C++, and Python, as well as databases, operating systems, and other types of software. Effective communication and collaboration are crucial for a successful computer science team. Members must be able to work together effectively, share ideas and knowledge, and solve problems as a group. They must also be able to communicate their findings and recommendations clearly and effectively to both technical and non-technical audiences. Overall, a computer science team plays a vital role in the development and maintenance of computer systems and technology, and their contributions are essential to the smooth operation of many organizations and industries.",https://lablab.ai/event/openai-hackathon
Let's do this!!!,https://lablab.ai/event/openai-hackathon
Two of the best computer science students in Rome.,https://lablab.ai/event/openai-hackathon
Amat victorIA curam sIAmo in cerca di glorIA e la otterremo con questa vittorIA.,https://lablab.ai/event/openai-hackathon
"Welcome to our group! Whether you're a seasoned adrenaline junkie or just looking for a new way to shake things up, you'll find a home with us. So buckle up! We are here to take your mind on a wild ride!",https://lablab.ai/event/openai-hackathon
First-year CS students just trying to have fun ;),https://lablab.ai/event/openai-hackathon
only heros who's names start with letter 'A' if (name[0] == 'A') joinTeam();,https://lablab.ai/event/openai-hackathon
"Time brasileiro, iniciantes e criativos!",https://lablab.ai/event/openai-hackathon
"Welcome to Open Collective! We are a team of innovative professionals who are using the latest in artificial intelligence and machine learning to develop cutting-edge solutions for businesses. At Open Collective, we are constantly seeking new and creative ways to help businesses solve their problems and achieve their goals. Whether it's through the use of AI-powered tools and technologies or by leveraging our expertise in data analysis and machine learning, we are always looking for ways to drive progress and provide value to our clients. If you are a driven and passionate individual with a background in AI and machine learning, and you are looking to join a team that is making a real difference in the world of business, we encourage you to apply to become a part of our collective. We are always on the lookout for talented and innovative thinkers who can help us achieve our mission of providing businesses with the tools and support they need to succeed.",https://lablab.ai/event/openai-hackathon
Technology is here to enhance us!,https://lablab.ai/event/openai-hackathon
"Learning first. No matter what level you are right now, if you are ready to learn and grow, hop in. Winning is all about self growth.",https://lablab.ai/event/openai-hackathon
Only one and most powerful one.,https://lablab.ai/event/openai-hackathon
"Building the Future of Tomorrow, Today /•\",https://lablab.ai/event/openai-hackathon
A team of Developers studying Computer Science in Hungary.,https://lablab.ai/event/openai-hackathon
A team that enjoy creating functional and scalable applications!,https://lablab.ai/event/openai-hackathon
Let’s learn together🫶🏾,https://lablab.ai/event/openai-hackathon
Help enterprise embrace generative AI service to cloud. Only join if you want to win. Team Lead has more than 10 years experience in AI+DATA.,https://lablab.ai/event/openai-hackathon
"Teacher of 20 years with a background in EdTech looking to make my ""it's a beaut"" idea into a reality. My app will give teachers more of the most scarce resource on earth: time. Please join or get in touch with any questions if you're interested in using Open AI to better the educational experience for both students and teachers.",https://lablab.ai/event/openai-hackathon
Here to Change! Join if you're a learner and want to make the most out of this experience.,https://lablab.ai/event/openai-hackathon
Main idea: create extensions to summarize any texts to accelerate the process of the information consumption.,https://lablab.ai/event/openai-hackathon
Team of Fledgerr. We build awesome products that people love!,https://lablab.ai/event/openai-hackathon
If you are dedicated and want to learn and grow. Lets work together.,https://lablab.ai/event/openai-hackathon
I'm just in it for the experience.,https://lablab.ai/event/openai-hackathon
Provide innovative technological solutions to common human problems.,https://lablab.ai/event/openai-hackathon
