paragraphs,link
The @DateTimeFormat annotation can now be used without needing a dependency on the Joda Time library. If Joda Time is not present the JDK SimpleDateFormat will be used to parse and print date patterns. When Joda Time is present it will continue to be used in preference to SimpleDateFormat.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
"It is now possible to define global formats that will be used when parsing and printing date and time types. See Section 7.7, “Configuring a global date & time format” for details.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
"In addition to the aforementioned inclusion of the Spring MVC Test Framework in the spring-test module, the Spring TestContext Framework has been revised with support for integration testing web applications as well as configuring application contexts with context initializers. For further details, consult the following.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
"Spring Framework 3.2 includes fine-tuning of concurrent data structures in many parts of the framework, minimizing locks and generally improving the arrangements for highly concurrent creation of scoped/prototype beans.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
Building and contributing to the framework has never been simpler with our move to a Gradle-based build system and source control at GitHub. See the building from source section of the README and the contributor guidelines for complete details.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
"Last but not least, Spring Framework 3.2 comes with refined Java 7 support within the framework as well as through upgraded third-party dependencies: specifically, CGLIB 3.0, ASM 4.0 (both of which come as inlined dependencies with Spring now) and AspectJ 1.7 support (next to the existing AspectJ 1.6 support).",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.2.html
"The Spring Framework is a lightweight solution and a potential one-stop-shop for building your enterprise-ready applications. However, Spring is modular, allowing you to use only those parts that you need, without having to bring in the rest. You can use the IoC container, with Struts on top, but you can also use only the Hibernate integration code or the JDBC abstraction layer. The Spring Framework supports declarative transaction management, remote access to your logic through RMI or web services, and various options for persisting your data. It offers a full-featured MVC framework, and enables you to integrate AOP transparently into your software.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/spring-introduction.html
"Spring is designed to be non-intrusive, meaning that your domain logic code generally has no dependencies on the framework itself. In your integration layer (such as the data access layer), some dependencies on the data access technology and the Spring libraries will exist. However, it should be easy to isolate these dependencies from the rest of your code base.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/spring-introduction.html
"This document is a reference guide to Spring Framework features. If you have any requests, comments, or questions on this document, please post them on the user mailing list or on the support forums at http://forum.springsource.org/.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/spring-introduction.html
Spring Framework is a Java platform that provides comprehensive infrastructure support for developing Java applications. Spring handles the infrastructure so you can focus on your application.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Spring enables you to build applications from “plain old Java objects” (POJOs) and to apply enterprise services non-invasively to POJOs. This capability applies to the Java SE programming model and to full and partial Java EE.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"Examples of how you, as an application developer, can use the Spring platform advantage:",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Make a Java method execute in a database transaction without having to deal with transaction APIs.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Make a local Java method a remote procedure without having to deal with remote APIs.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Make a local Java method a management operation without having to deal with JMX APIs.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Make a local Java method a message handler without having to deal with JMS APIs.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"“The question is, what aspect of control are [they] inverting?” Martin Fowler posed this question about Inversion of Control (IoC) on his site in 2004. Fowler suggested renaming the principle to make it more self-explanatory and came up with Dependency Injection.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"For insight into IoC and DI, refer to Fowler's article at http://martinfowler.com/articles/injection.html.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Java applications -- a loose term that runs the gamut from constrained applets to n-tier server-side enterprise applications -- typically consist of objects that collaborate to form the application proper. Thus the objects in an application have dependencies on each other.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"Copies of this document may be made for your own use and for distribution to others, provided that you do not charge any fee for such copies and further provided that each copy contains this Copyright Notice, whether distributed in print or electronically.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/#d5e121
Cache Abstraction (SpringSource team blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
XML profiles (SpringSource Team Blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
Introducing @Profile (SpringSource Team Blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
Environment Abstraction (SpringSource Team Blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
Unified Property Management (SpringSource Team Blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"Code-based equivalents to popular Spring XML namespace elements <context:component-scan/>, <tx:annotation-driven/> and <mvc:annotation-driven> have been developed, most in the form of @Enable annotations. These are designed for use in conjunction with Spring's @Configuration classes, which were introduced in Spring Framework 3.0.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"The @ContextConfiguration annotation now supports supplying @Configuration classes for configuring the Spring TestContext. In addition, a new @ActiveProfiles annotation has been introduced to support declarative configuration of active bean definition profiles in ApplicationContext integration tests.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
Spring 3.1 M2: Testing with @Configuration Classes and Profiles (SpringSource Team Blog),https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"Prior to Spring Framework 3.1, in order to inject against a property method it had to conform strictly to JavaBeans property signature rules, namely that any 'setter' method must be void-returning. It is now possible in Spring XML to specify setter methods that return any object type. This is useful when considering designing APIs for method-chaining, where setter methods return a reference to 'this'.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
The new WebApplicationInitializer builds atop Servlet 3.0's ServletContainerInitializer support to provide a programmatic alternative to the traditional web.xml.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"In standard JPA, persistence units get defined through META-INF/persistence.xml files in specific jar files which will in turn get searched for @Entity classes. In many cases, persistence.xml does not contain more than a unit name and relies on defaults and/or external setup for all other concerns (such as the DataSource to use, etc). For that reason, Spring Framework 3.1 provides an alternative: LocalContainerEntityManagerFactoryBean accepts a 'packagesToScan' property, specifying base packages to scan for @Entity classes. This is analogous to AnnotationSessionFactoryBean's property of the same name for native Hibernate setup, and also to Spring's component-scan feature for regular Spring beans. Effectively, this allows for XML-free JPA setup at the mere expense of specifying a base package for entity scanning: a particularly fine match for Spring applications which rely on component scanning for Spring beans as well, possibly even bootstrapped using a code-based Servlet 3.0 initializer.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
Spring Framework 3.1 introduces a new set of support classes for processing requests with annotated controllers:,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
These classes are a replacement for the existing:,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"The new classes were developed in response to many requests to make annotation controller support classes more customizable and open for extension. Whereas previously you could configure a custom annotated controller method argument resolver, with the new support classes you can customize the processing for any supported method argument or return value type.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"A second notable difference is the introduction of a HandlerMethod abstraction to represent an @RequestMapping method. This abstraction is used throughout by the new support classes as the handler instance. For example a HandlerInterceptor can cast the handler from Object to HandlerMethod and get access to the target controller method, its annotations, etc.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"Copies of this document may be made for your own use and for distribution to others, provided that you do not charge any fee for such copies and further provided that each copy contains this Copyright Notice, whether distributed in print or electronically.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/index.html
"Although the Java platform provides a wealth of application development functionality, it lacks the means to organize the basic building blocks into a coherent whole, leaving that task to architects and developers. True, you can use design patterns such as Factory, Abstract Factory, Builder, Decorator, and Service Locator to compose the various classes and object instances that make up an application. However, these patterns are simply that: best practices given a name, with a description of what the pattern does, where to apply it, the problems it addresses, and so forth. Patterns are formalized best practices that you must implement yourself in your application.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Spring Framework Inversion of Control (IoC) component addresses this concern by providing a formalized means of composing disparate components into a fully working application ready for use. The Spring Framework codifies formalized design patterns as first-class objects that you can integrate into your own application(s). Numerous organizations and institutions use the Spring Framework in this manner to engineer robust, maintainable applications.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Spring Framework consists of features organized into about 20 modules. These modules are grouped into Core Container, Data Access/Integration, Web, AOP (Aspect Oriented Programming), Instrumentation, and Test, as shown in the following diagram.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Core Container consists of the Core, Beans, Context, and Expression Language modules.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Core and Beans modules provide the fundamental parts of the framework, including the IoC and Dependency Injection features. The BeanFactory is a sophisticated implementation of the factory pattern. It removes the need for programmatic singletons and allows you to decouple the configuration and specification of dependencies from your actual program logic.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Context module builds on the solid base provided by the Core and Beans modules: it is a means to access objects in a framework-style manner that is similar to a JNDI registry. The Context module inherits its features from the Beans module and adds support for internationalization (using, for example, resource bundles), event-propagation, resource-loading, and the transparent creation of contexts by, for example, a servlet container. The Context module also supports Java EE features such as EJB, JMX ,and basic remoting. The ApplicationContext interface is the focal point of the Context module.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Expression Language module provides a powerful expression language for querying and manipulating an object graph at runtime. It is an extension of the unified expression language (unified EL) as specified in the JSP 2.1 specification. The language supports setting and getting property values, property assignment, method invocation, accessing the context of arrays, collections and indexers, logical and arithmetic operators, named variables, and retrieval of objects by name from Spring's IoC container. It also supports list projection and selection as well as common list aggregations.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Data Access/Integration layer consists of the JDBC, ORM, OXM, JMS and Transaction modules.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The JDBC module provides a JDBC-abstraction layer that removes the need to do tedious JDBC coding and parsing of database-vendor specific error codes.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The ORM module provides integration layers for popular object-relational mapping APIs, including JPA, JDO, Hibernate, and iBatis. Using the ORM package you can use all of these O/R-mapping frameworks in combination with all of the other features Spring offers, such as the simple declarative transaction management feature mentioned previously.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The OXM module provides an abstraction layer that supports Object/XML mapping implementations for JAXB, Castor, XMLBeans, JiBX and XStream.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Java Messaging Service (JMS) module contains features for producing and consuming messages.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Transaction module supports programmatic and declarative transaction management for classes that implement special interfaces and for all your POJOs (plain old Java objects).,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Web layer consists of the Web, Web-Servlet, Web-Struts, and Web-Portlet modules.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
Spring's Web module provides basic web-oriented integration features such as multipart file-upload functionality and the initialization of the IoC container using servlet listeners and a web-oriented application context. It also contains the web-related parts of Spring's remoting support.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Web-Servlet module contains Spring's model-view-controller (MVC) implementation for web applications. Spring's MVC framework provides a clean separation between domain model code and web forms, and integrates with all the other features of the Spring Framework.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Web-Struts module contains the support classes for integrating a classic Struts web tier within a Spring application. Note that this support is now deprecated as of Spring 3.0. Consider migrating your application to Struts 2.0 and its Spring integration or to a Spring MVC solution.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Web-Portlet module provides the MVC implementation to be used in a portlet environment and mirrors the functionality of Web-Servlet module.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"Spring's AOP module provides an AOP Alliance-compliant aspect-oriented programming implementation allowing you to define, for example, method-interceptors and pointcuts to cleanly decouple code that implements functionality that should be separated. Using source-level metadata functionality, you can also incorporate behavioral information into your code, in a manner similar to that of .NET attributes.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The separate Aspects module provides integration with AspectJ.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Instrumentation module provides class instrumentation support and classloader implementations to be used in certain application servers.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The Test module supports the testing of Spring components with JUnit or TestNG. It provides consistent loading of Spring ApplicationContexts and caching of those contexts. It also provides mock objects that you can use to test your code in isolation.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The building blocks described previously make Spring a logical choice in many scenarios, from applets to full-fledged enterprise applications that use Spring's transaction management functionality and web framework integration.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"Spring's declarative transaction management features make the web application fully transactional, just as it would be if you used EJB container-managed transactions. All your custom business logic can be implemented with simple POJOs and managed by Spring's IoC container. Additional services include support for sending email and validation that is independent of the web layer, which lets you choose where to execute validation rules. Spring's ORM support is integrated with JPA, Hibernate, JDO and iBatis; for example, when using Hibernate, you can continue to use your existing mapping files and standard Hibernate SessionFactory configuration. Form controllers seamlessly integrate the web-layer with the domain model, removing the need for ActionForms or other classes that transform HTTP parameters to values for your domain model.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
The new classes are enabled by default by the MVC namespace and by Java-based configuration via @EnableWebMvc. The existing classes will continue to be available but use of the new classes is recommended going forward.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
See the section called “New Support Classes for @RequestMapping methods in Spring MVC 3.1” for additional details and a list of features not available with the new support classes.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"Flash attributes can now be stored in a FlashMap and saved in the HTTP session to survive a redirect. For an overview of the general support for flash attributes in Spring MVC see Section 17.6, “Using flash attributes”.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"In annotated controllers, an @RequestMapping method can add flash attributes by declaring a method argument of type RedirectAttributes. This method argument can now also be used to get precise control over the attributes used in a redirect scenario. See the section called “Specifying redirect and flash attributes” for more details.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
URI template variables from the current request are used in more places:,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
URI template variables are used in addition to request parameters when binding a request to @ModelAttribute method arguments.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"@PathVariable method argument values are merged into the model before rendering, except in views that generate content in an automated fashion such as JSON serialization or XML marshalling.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"A redirect string can contain placeholders for URI variables (e.g. ""redirect:/blog/{year}/{month}""). When expanding the placeholders, URI template variables from the current request are automatically considered.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
An @ModelAttribute method argument can be instantiated from a URI template variable provided there is a registered Converter or PropertyEditor to convert from a String to the target object type.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
An @RequestBody method argument can be annotated with @Valid to invoke automatic validation similar to the support for @ModelAttribute method arguments. A resulting MethodArgumentNotValidException is handled in the DefaultHandlerExceptionResolver and results in a 400 response code.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"This new annotation provides access to the content of a ""multipart/form-data"" request part. See Section 17.10.5, “Handling a file upload request from programmatic clients” and Section 17.10, “Spring's multipart (file upload) support”.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"A new UriComponents class has been added, which is an immutable container of URI components providing access to all contained URI components. A new UriComponentsBuilder class is also provided to help create UriComponents instances. Together the two classes give fine-grained control over all aspects of preparing a URI including construction, expansion from URI template variables, and encoding.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
In most cases the new classes can be used as a more flexible alternative to the existing UriTemplate especially since UriTemplate relies on those same classes internally.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"A ServletUriComponentsBuilder sub-class provides static factory methods to copy information from a Servlet request. See Section 17.7, “Building URIs”.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.1.html
"If you have been using the Spring Framework for some time, you will be aware that Spring has undergone two major revisions: Spring 2.0, released in October 2006, and Spring 2.5, released in November 2007. It is now time for a third overhaul resulting in Spring Framework 3.0.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"The Spring Framework is now based on Java 5, and Java 6 is fully supported.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"Furthermore, Spring is compatible with J2EE 1.4 and Java EE 5, while at the same time introducing some early support for Java EE 6.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"The entire framework code has been revised to take advantage of Java 5 features like generics, varargs and other language improvements. We have done our best to still keep the code backwards compatible. We now have consistent use of generic Collections and Maps, consistent use of generic FactoryBeans, and also consistent resolution of bridge methods in the Spring AOP API. Generic ApplicationListeners automatically receive specific event types only. All callback interfaces such as TransactionCallback and HibernateCallback declare a generic result value now. Overall, the Spring core codebase is now freshly revised and optimized for Java 5.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"Spring's TaskExecutor abstraction has been updated for close integration with Java 5's java.util.concurrent facilities. We provide first-class support for Callables and Futures now, as well as ExecutorService adapters, ThreadFactory integration, etc. This has been aligned with JSR-236 (Concurrency Utilities for Java EE 6) as far as possible. Furthermore, we provide support for asynchronous method invocations through the use of the new @Async annotation (or EJB 3.1's @Asynchronous annotation).",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"The Spring reference documentation has also substantially been updated to reflect all of the changes and new features for Spring Framework 3.0. While every effort has been made to ensure that there are no errors in this documentation, some errors may nevertheless have crept in. If you do spot any typos or even more serious errors, and you can spare a few cycles during lunch, please do bring the error to the attention of the Spring team by raising an issue.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
There are many excellent articles and tutorials that show how to get started with Spring Framework 3 features. Read them at the Spring Documentation page.,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"The samples have been improved and updated to take advantage of the new features in Spring Framework 3. Additionally, the samples have been moved out of the source tree into a dedicated SVN repository available at:",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"As such, the samples are no longer distributed alongside Spring Framework 3 and need to be downloaded separately from the repository mentioned above. However, this documentation will continue to refer to some samples (in particular Petclinic) to illustrate various features.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"For more information on Subversion (or in short SVN), see the project homepage at: http://subversion.apache.org/",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
The framework modules have been revised and are now managed separately with one source-tree per module jar:,https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/new-in-3.0.html
"Sometimes circumstances do not allow you to completely switch to a different framework. The Spring Framework does not force you to use everything within it; it is not an all-or-nothing solution. Existing front-ends built with WebWork, Struts, Tapestry, or other UI frameworks can be integrated with a Spring-based middle-tier, which allows you to use Spring transaction features. You simply need to wire up your business logic using an ApplicationContext and use a WebApplicationContext to integrate your web layer.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"When you need to access existing code through web services, you can use Spring's Hessian-, Burlap-, Rmi- or JaxRpcProxyFactory classes. Enabling remote access to existing applications is not difficult.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
"The Spring Framework also provides an access and abstraction layer for Enterprise JavaBeans, enabling you to reuse your existing POJOs and wrap them in stateless session beans for use in scalable, fail-safe web applications that might need declarative security.",https://docs.spring.io/spring-framework/docs/3.2.x/spring-framework-reference/html/overview.html
